,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
250,1164,140000,20,RL,80.0,9600,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1164.0,1164.0,GasA,2,Y,SBrkr,1164,0,0,0.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1969.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,7,2006,COD,Normal
251,1178,157000,20,RL,80.0,10000,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,4,1084.0,1,0.0,92.0,1176.0,GasA,3,Y,SBrkr,1178,0,0,0.0,1.0,1,1,3,1,4,5,7,1,2,Attchd,1973.0,Unf,2.0,439.0,3,3,Y,224,0,0,0,0,0,0,3,N_A,0,11,2008,WD ,Normal
252,1308,120000,50,RM,68.51605288007555,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,BrkTil,3,2,1,1,0.0,1,0.0,880.0,880.0,GasA,3,Y,SBrkr,880,428,0,0.0,0.0,2,0,2,1,3,6,7,0,0,Detchd,1950.0,Unf,2.0,400.0,2,2,Y,0,0,117,0,0,0,0,0,N_A,0,4,2008,WD ,Normal
253,1346,112000,50,RL,70.0,11767,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,MetalSd,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,560.0,560.0,GasA,3,N,SBrkr,796,550,0,0.0,0.0,1,1,2,1,3,6,5,0,0,Detchd,1950.0,Unf,1.0,384.0,2,3,Y,168,24,0,0,0,0,0,2,N_A,0,5,2007,WD ,Normal
254,2098,275500,60,RL,80.0,10240,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1030.0,1030.0,GasA,3,Y,SBrkr,1038,1060,0,0.0,0.0,2,1,3,1,5,8,7,1,4,Attchd,2005.0,RFn,3.0,878.0,3,3,Y,192,52,0,0,0,0,0,0,N_A,0,3,2006,WD ,Normal
255,1521,147500,50,RL,60.0,12144,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,455.0,1,0.0,455.0,910.0,GasA,3,Y,SBrkr,910,611,0,0.0,0.0,1,1,3,1,4,6,5,0,0,Detchd,1950.0,Unf,1.0,597.0,2,3,Y,199,0,168,0,0,0,0,0,N_A,0,9,2006,WD ,Normal
256,1621,202500,20,RL,91.0,14145,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,2,5,213.0,1,0.0,995.0,1208.0,GasA,4,Y,SBrkr,1621,0,0,1.0,0.0,2,0,3,1,4,8,7,0,0,Attchd,1984.0,RFn,2.0,440.0,3,3,Y,108,45,0,0,0,0,0,0,Shed,400,5,2006,WD ,Normal
257,972,122500,20,RL,119.0,10895,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,648.0,1,0.0,324.0,972.0,GasA,2,Y,SBrkr,972,0,0,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1955.0,Unf,1.0,305.0,3,3,Y,0,0,205,0,0,0,0,2,N_A,0,6,2010,WD ,Normal
258,1264,147500,50,RL,63.0,15564,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,4,3,1,1,0.0,1,0.0,676.0,676.0,GasA,4,Y,SBrkr,676,588,0,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1994.0,Unf,2.0,400.0,3,3,Y,424,0,0,0,0,0,0,0,Shed,400,1,2008,WD ,Normal
259,1160,152500,20,RL,68.51605288007555,17979,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,1,5,785.0,1,0.0,328.0,1113.0,GasA,4,Y,SBrkr,1160,0,0,1.0,0.0,1,0,3,1,4,6,7,0,0,Attchd,1968.0,Unf,1.0,257.0,3,3,Y,81,0,0,0,0,0,0,2,Shed,500,2,2008,WD ,Normal
260,1511,185000,60,RL,70.0,11207,Pave,N_A,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,714.0,1,0.0,88.0,802.0,GasA,3,Y,SBrkr,802,709,0,1.0,0.0,2,1,3,1,3,8,7,1,3,Attchd,1997.0,Fin,2.0,413.0,3,3,Y,95,75,0,0,0,0,0,0,N_A,0,6,2006,WD ,Normal
261,1501,241500,120,RL,42.0,4084,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,4,3,CBlock,4,3,3,6,893.0,1,0.0,384.0,1277.0,GasA,3,Y,SBrkr,1501,0,0,1.0,0.0,2,0,2,1,4,6,7,1,3,Attchd,1986.0,Fin,2.0,512.0,3,3,Y,240,0,0,0,0,0,0,0,N_A,0,7,2008,WD ,Normal
262,1489,139500,50,RL,60.0,9900,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,778.0,778.0,GasA,2,Y,SBrkr,944,545,0,0.0,0.0,2,0,3,1,3,7,7,1,4,Detchd,1940.0,Unf,1.0,240.0,3,3,Y,335,0,0,0,0,0,0,2,N_A,0,7,2009,WD ,Normal
263,1442,179900,20,RL,114.0,10357,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,738.0,1,0.0,172.0,910.0,GasA,3,Y,SBrkr,1442,0,0,1.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,1990.0,Fin,2.0,719.0,3,3,Y,0,244,0,0,0,0,0,0,N_A,0,5,2007,WD ,Normal
264,1436,98000,70,RL,67.0,8777,Pave,N_A,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,2Story,4,6,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,3,1,3,173.0,4,337.0,166.0,676.0,GasA,3,Y,SBrkr,760,676,0,1.0,0.0,2,0,3,1,3,6,6,0,0,Attchd,1950.0,Unf,2.0,528.0,3,3,Y,147,0,0,0,0,0,0,0,Shed,420,10,2006,WD ,Normal
265,2110,205000,60,RL,68.51605288007555,8880,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,695.0,1,0.0,253.0,948.0,GasA,4,Y,SBrkr,1222,888,0,1.0,0.0,2,1,3,1,4,8,7,2,2,Attchd,1994.0,RFn,2.0,463.0,3,3,Y,0,130,0,0,0,0,0,0,N_A,0,5,2010,WD ,Normal
266,1350,165000,20,RL,78.0,10140,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,1064.0,1064.0,GasA,2,Y,SBrkr,1350,0,0,0.0,0.0,2,0,3,1,3,7,7,1,3,Attchd,1974.0,RFn,2.0,478.0,3,3,Y,0,0,0,0,0,0,0,3,N_A,0,8,2009,WD ,Normal
267,1920,172500,50,RL,68.51605288007555,13650,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,3,3,1,5,57.0,4,441.0,554.0,1052.0,GasA,4,Y,SBrkr,1252,668,0,1.0,0.0,2,0,4,1,4,8,7,1,4,Attchd,1958.0,Unf,2.0,451.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,7,2006,WD ,Normal
268,1651,172000,80,RL,93.0,10090,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,3,3,CBlock,3,3,3,3,242.0,5,483.0,0.0,725.0,GasA,2,Y,SBrkr,1035,616,0,0.0,1.0,2,0,4,1,3,6,7,2,3,BuiltIn,1963.0,Unf,1.0,276.0,3,3,Y,460,46,0,0,165,0,0,3,N_A,0,10,2007,WD ,Normal
269,1020,94000,50,RL,54.0,6342,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,3,N,SBrkr,780,240,0,0.0,0.0,1,0,2,1,3,6,7,0,0,N_A,0.0,N_A,0.0,0.0,0,0,N,0,0,176,0,0,0,0,0,N_A,0,5,2010,WD ,Normal
270,1474,115000,20,RL,68.51605288007555,31220,Pave,N_A,IR1,Bnk,NoSewr,FR2,Gtl,Gilbert,Feedr,Norm,1Fam,1Story,6,2,1952,1952,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1632.0,1632.0,GasA,2,Y,FuseA,1474,0,0,0.0,0.0,1,0,3,1,3,7,5,2,4,Attchd,1952.0,Unf,2.0,495.0,3,3,Y,0,0,144,0,0,0,0,0,Shed,750,5,2008,WD ,Normal
271,1048,98300,20,RL,60.0,7200,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1048,0,0,0.0,0.0,1,0,3,1,3,7,6,0,0,Detchd,1950.0,Unf,2.0,420.0,3,3,Y,0,27,0,0,0,0,0,0,N_A,0,7,2008,WD ,Normal
272,3500,584500,60,RL,114.0,17242,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,CompShg,MetalSd,MetalSd,BrkFace,738.0,4,4,PConc,5,3,4,3,292.0,6,1393.0,48.0,1733.0,GasA,4,Y,SBrkr,1933,1567,0,1.0,0.0,3,1,4,1,5,11,7,1,3,Attchd,1993.0,RFn,3.0,959.0,3,3,Y,870,86,0,0,210,0,0,0,N_A,0,5,2006,WD ,Normal
273,1870,211000,60,RL,68.51605288007555,11250,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,944.0,944.0,GasA,4,Y,SBrkr,944,926,0,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2001.0,RFn,2.0,608.0,3,3,Y,256,43,0,0,0,0,0,0,N_A,0,5,2009,WD ,Normal
274,1094,149000,20,RL,60.0,12450,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,4,3,PConc,4,3,1,6,729.0,1,0.0,365.0,1094.0,GasA,4,Y,SBrkr,1094,0,0,1.0,0.0,1,0,3,1,4,6,7,0,0,Detchd,2004.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,5,2007,WD ,Normal
275,2157,226000,60,RL,88.0,14200,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,3,3,CBlock,3,3,1,3,445.0,1,0.0,479.0,924.0,GasA,4,Y,SBrkr,1216,941,0,0.0,0.0,2,1,4,1,4,8,7,2,4,Attchd,1966.0,Fin,2.0,487.0,3,3,Y,105,66,0,0,0,0,0,4,N_A,0,5,2006,WD ,Normal
276,1072,145000,180,RM,35.0,3675,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,3,3,PConc,4,3,4,6,547.0,1,0.0,0.0,547.0,GasA,3,Y,SBrkr,1072,0,0,1.0,0.0,1,0,2,1,3,5,7,0,0,Basment,2005.0,Fin,2.0,525.0,3,3,Y,0,28,0,0,0,0,0,0,N_A,0,5,2006,WD ,Normal
277,1414,176500,20,RL,87.0,11029,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,3,CBlock,4,3,1,5,528.0,4,411.0,245.0,1184.0,GasA,4,Y,SBrkr,1414,0,0,1.0,0.0,1,0,3,1,3,6,6,1,3,Attchd,1990.0,Unf,2.0,601.0,3,3,Y,0,51,0,0,190,0,0,0,N_A,0,5,2008,WD ,Normal
278,1238,102000,20,RL,60.0,7200,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,2,432.0,1,0.0,432.0,864.0,GasA,1,Y,FuseA,1238,0,0,0.0,0.0,1,1,3,1,3,6,5,1,3,Attchd,1950.0,Unf,1.0,357.0,3,3,Y,0,171,0,0,0,0,0,0,N_A,0,11,2007,WD ,Normal
279,1488,135000,20,RL,80.0,12048,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1488,0,0,0.0,0.0,1,0,3,1,3,7,7,1,5,Attchd,2002.0,RFn,2.0,569.0,3,3,Y,0,189,36,0,348,0,0,0,N_A,0,4,2006,WD ,Normal
280,1302,165250,50,RL,70.0,6960,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,258.0,1,0.0,422.0,680.0,GasA,4,Y,FuseA,798,504,0,0.0,0.0,1,1,2,1,4,6,7,2,4,Attchd,1940.0,Unf,1.0,224.0,3,3,Y,0,0,0,0,126,0,0,3,N_A,0,7,2007,WD ,Normal
281,2000,188000,60,RL,74.0,9627,Pave,N_A,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,3,3,PConc,4,3,3,2,758.0,1,0.0,238.0,996.0,GasA,4,Y,SBrkr,996,1004,0,0.0,0.0,2,1,3,1,3,9,7,1,3,Attchd,1993.0,Fin,3.0,650.0,3,3,Y,190,48,0,0,0,0,0,0,N_A,0,11,2006,WD ,Normal
282,1040,123900,50,RM,52.0,6240,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,1,3,276.0,1,0.0,252.0,528.0,GasA,3,Y,SBrkr,548,492,0,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1979.0,Fin,2.0,624.0,3,3,P,306,0,32,0,0,0,0,0,N_A,0,5,2010,WD ,Normal
283,1064,153600,20,RL,68.51605288007555,11327,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,305.0,3,3,CBlock,3,3,3,5,779.0,1,0.0,285.0,1064.0,GasA,2,Y,SBrkr,1064,0,0,0.0,1.0,1,0,3,1,3,6,7,1,3,Attchd,1967.0,Unf,2.0,528.0,3,3,Y,314,48,0,0,0,0,0,0,N_A,0,6,2006,WD ,Normal
284,968,104500,20,RM,52.0,8626,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,1.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,968,0,0,0.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1956.0,Unf,1.0,331.0,2,3,Y,0,0,0,0,0,0,0,0,N_A,0,5,2007,WD ,Normal
285,1480,214000,20,RL,70.0,8197,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,1,6,1188.0,1,0.0,292.0,1480.0,GasA,4,Y,SBrkr,1480,0,0,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2003.0,RFn,2.0,620.0,3,3,Y,252,73,0,0,0,0,0,3,Shed,300,2,2010,WD ,Normal
286,1640,183000,60,RL,72.0,7226,Pave,N_A,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,798.0,798.0,GasA,4,Y,SBrkr,798,842,0,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2003.0,RFn,2.0,595.0,3,3,Y,0,45,0,0,0,0,0,0,N_A,0,6,2008,WD ,Normal
287,1574,190000,60,RL,68.51605288007555,18800,Pave,N_A,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,PConc,4,3,2,6,712.0,1,0.0,84.0,796.0,GasA,2,Y,SBrkr,790,784,0,1.0,0.0,2,1,3,1,3,6,7,1,3,Attchd,1976.0,Fin,2.0,566.0,3,3,Y,306,111,0,0,0,0,0,0,N_A,0,7,2006,WD ,Normal
288,1616,236500,120,RL,39.0,5389,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1180.0,1,0.0,415.0,1595.0,GasA,4,Y,SBrkr,1616,0,0,1.0,0.0,2,0,2,1,4,5,7,1,3,Attchd,1995.0,RFn,2.0,608.0,3,3,Y,237,152,0,0,0,0,0,0,N_A,0,3,2010,WD ,Normal
289,1768,155000,70,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,1048.0,1048.0,GasA,3,Y,FuseA,1048,720,0,0.0,0.0,2,0,3,1,3,8,7,0,0,Detchd,1930.0,Unf,2.0,576.0,2,2,Y,0,0,150,0,0,0,0,0,N_A,0,6,2009,WD ,Normal
290,2620,190000,90,RL,68.51605288007555,18890,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4,3,1,6,498.0,3,211.0,652.0,1361.0,GasA,4,Y,SBrkr,1361,1259,0,0.0,0.0,2,2,4,2,3,12,7,1,3,BuiltIn,1977.0,RFn,2.0,600.0,3,3,N,155,24,145,0,0,0,0,0,Gar2,8300,8,2007,WD ,Normal
291,1654,230000,20,RL,68.51605288007555,8125,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,4,3,PConc,4,3,1,6,986.0,1,0.0,668.0,1654.0,GasA,4,Y,SBrkr,1654,0,0,1.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2002.0,Unf,3.0,900.0,3,3,Y,0,136,0,0,0,0,0,0,N_A,0,2,2006,WD ,Normal
292,1721,201000,60,RL,70.0,8462,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4,4,1,6,814.0,1,0.0,114.0,928.0,GasA,4,Y,SBrkr,936,785,0,0.0,1.0,2,1,3,1,4,7,7,0,0,Attchd,1994.0,RFn,2.0,471.0,3,3,Y,300,87,0,0,0,0,0,0,N_A,0,7,2007,WD ,Normal
293,1426,131750,50,RM,52.0,6240,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,966.0,966.0,GasA,4,Y,SBrkr,1014,412,0,0.0,0.0,1,0,3,1,3,6,7,1,4,Detchd,1930.0,Unf,1.0,230.0,2,3,Y,174,0,96,0,0,0,0,4,N_A,0,7,2007,WD ,Normal
294,1560,201000,20,RL,68.51605288007555,25485,Pave,N_A,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,423.0,3,2,CBlock,3,4,2,2,540.0,3,1020.0,0.0,1560.0,GasA,2,Y,SBrkr,1560,0,0,0.0,0.0,1,1,3,1,3,6,7,3,3,Attchd,1960.0,RFn,2.0,580.0,3,3,Y,0,75,584,0,0,0,0,0,N_A,0,5,2007,WD ,Normal
295,1644,167000,20,RL,80.0,9600,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285.0,1,0.0,131.0,1416.0,GasA,2,Y,SBrkr,1644,0,0,1.0,0.0,1,0,3,1,3,7,7,2,4,Attchd,1953.0,Fin,2.0,418.0,3,3,Y,110,0,0,0,0,0,0,0,N_A,0,10,2009,WD ,Normal
296,1103,155000,20,RL,80.0,10000,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176.0,3,3,CBlock,3,3,1,5,755.0,1,0.0,348.0,1103.0,GasA,2,Y,SBrkr,1103,0,0,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1974.0,Unf,2.0,462.0,3,3,Y,295,84,0,0,0,0,0,2,N_A,0,6,2006,WD ,Normal
297,1567,196000,20,RL,68.51605288007555,9819,Pave,N_A,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,3,3,4,5,1567.0,1,0.0,0.0,1567.0,GasA,2,Y,SBrkr,1567,0,0,1.0,0.0,2,0,2,1,4,5,7,2,3,Attchd,1977.0,RFn,2.0,714.0,3,3,Y,264,32,0,0,0,0,0,0,N_A,0,5,2009,WD ,Normal
298,1958,145000,90,RH,82.0,7136,Pave,N_A,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,3,3,CBlock,4,3,1,3,484.0,1,0.0,495.0,979.0,GasA,2,N,FuseF,979,979,0,0.0,0.0,2,0,4,2,3,8,7,0,0,Attchd,1946.0,Unf,2.0,492.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,8,2007,WD ,Normal
299,2230,118500,75,RL,60.0,6204,Pave,N_A,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,2,1,1,0.0,1,0.0,795.0,795.0,GasA,2,N,SBrkr,954,795,481,1.0,0.0,1,0,5,1,3,10,7,0,0,Detchd,1997.0,Unf,1.0,440.0,3,4,Y,0,188,0,0,0,0,0,0,N_A,0,3,2006,WD ,Normal
300,2068,209500,75,RL,68.51605288007555,7793,Pave,N_A,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,4,474.0,1,0.0,634.0,1108.0,GasA,2,N,FuseA,1160,908,0,0.0,0.0,1,1,3,1,4,8,7,1,4,Detchd,1928.0,Unf,1.0,315.0,3,3,Y,0,0,60,0,0,0,0,0,N_A,0,5,2010,WD ,Normal
